,DATE,MEDCPIM158SFRBCLE,Datetime,MEDCPIM158SFRBCLE_Prev,Ten_Change
229,2002-02-01,3.38352407504046,2002-02-01,2.7615896715014903,0.18381261363761175
230,2002-03-01,2.8726214230371,2002-03-01,3.38352407504046,-0.17785241309772185
231,2002-04-01,2.67648214481753,2002-04-01,2.8726214230371,-0.07328249082451546
232,2002-05-01,2.42019843819257,2002-05-01,2.67648214481753,-0.10589367490723428
233,2002-06-01,2.5025331988713,2002-06-01,2.42019843819257,0.03290056680001888
234,2002-07-01,2.24505523113134,2002-07-01,2.5025331988713,-0.11468669642047526
235,2002-08-01,2.28572177593909,2002-08-01,2.24505523113134,0.01779155505093879
236,2002-09-01,2.71779789775748,2002-09-01,2.28572177593909,0.1589802251944143
237,2002-10-01,2.31390307533894,2002-10-01,2.71779789775748,-0.17455131406460392
238,2002-11-01,1.9109760074518305,2002-11-01,2.31390307533894,-0.21084883657141665
239,2002-12-01,3.01261428455382,2002-12-01,1.9109760074518305,0.36567518210023575
240,2003-01-01,2.18139042769816,2003-01-01,3.01261428455382,-0.38105230787722016
241,2003-02-01,1.9758302344968104,2003-02-01,2.18139042769816,-0.10403737609253666
242,2003-03-01,1.12621180925949,2003-03-01,1.9758302344968104,-0.754403761576576
243,2003-04-01,0.553036890472014,2003-04-01,1.12621180925949,-1.0364135352675556
244,2003-05-01,1.07578818642804,2003-05-01,0.553036890472014,0.4859239974476083
245,2003-06-01,1.12305963544221,2003-06-01,1.07578818642804,0.04209166416666427
246,2003-07-01,2.6710731226571096,2003-07-01,1.12305963544221,0.5795474014110773
247,2003-08-01,2.35741426924818,2003-08-01,2.6710731226571096,-0.13305207213705408
248,2003-09-01,2.02226514469577,2003-09-01,2.35741426924818,-0.16572956589370974
249,2003-10-01,2.09586749439761,2003-10-01,2.02226514469577,0.03511784494896932
250,2003-11-01,1.1863624116481102,2003-11-01,2.09586749439761,-0.7666334282169338
251,2003-12-01,1.79882233944806,2003-12-01,1.1863624116481102,0.3404782753520136
252,2004-01-01,2.2200747059839503,2004-01-01,1.79882233944806,0.18974693302007092
253,2004-02-01,2.91265455346974,2004-02-01,2.2200747059839503,0.2377830376969162
254,2004-03-01,2.7344022682197897,2004-03-01,2.91265455346974,-0.06518875709022875
255,2004-04-01,2.5383819269539303,2004-04-01,2.7344022682197897,-0.07722255630029824
256,2004-05-01,3.2174948905270697,2004-05-01,2.5383819269539303,0.2110688553298344
257,2004-06-01,2.72493144884725,2004-06-01,3.2174948905270697,-0.18076177361753196
258,2004-07-01,1.77113695955513,2004-07-01,2.72493144884725,-0.5385210241062846
259,2004-08-01,2.87323745174035,2004-08-01,1.77113695955513,0.38357445588691813
260,2004-09-01,2.1466349952753,2004-09-01,2.87323745174035,-0.33848439910105216
261,2004-10-01,2.6605010937276203,2004-10-01,2.1466349952753,0.1931463586554456
262,2004-11-01,1.4800663055379,2004-11-01,2.6605010937276203,-0.7975553417930931
263,2004-12-01,1.91524972608856,2004-12-01,1.4800663055379,0.22722019725303297
264,2005-01-01,3.4217591363454103,2005-01-01,1.91524972608856,0.4402733653152071
265,2005-02-01,3.30400229074104,2005-02-01,3.4217591363454103,-0.03564066705836313
266,2005-03-01,1.8971793950121696,2005-03-01,3.30400229074104,-0.7415339315973575
267,2005-04-01,2.09647901335652,2005-04-01,1.8971793950121696,0.09506397014929627
268,2005-05-01,3.16846235161856,2005-05-01,2.09647901335652,0.3383292017702006
269,2005-06-01,1.62477538920178,2005-06-01,3.16846235161856,-0.9500925313591577
270,2005-07-01,3.0286455734746403,2005-07-01,1.62477538920178,0.4635306939075931
271,2005-08-01,2.22215620270876,2005-08-01,3.0286455734746403,-0.36293099908223697
272,2005-09-01,4.02470724061161,2005-09-01,2.22215620270876,0.4478713432157434
273,2005-10-01,3.3315751559861897,2005-10-01,4.02470724061161,-0.20804936169006943
274,2005-11-01,2.83691194814226,2005-11-01,3.3315751559861897,-0.17436678222172453
275,2005-12-01,2.20489319920401,2005-12-01,2.83691194814226,-0.2866437019110112
276,2006-01-01,2.88432186623886,2006-01-01,2.20489319920401,0.23555924010686832
277,2006-02-01,2.07202087371556,2006-02-01,2.88432186623886,-0.39203320913783896
278,2006-03-01,3.08218251360963,2006-03-01,2.07202087371556,0.3277423174758854
279,2006-04-01,2.8870316165126,2006-04-01,3.08218251360963,-0.06759569101385982
280,2006-05-01,4.28816068458393,2006-05-01,2.8870316165126,0.3267436020082999
281,2006-06-01,3.19983083499134,2006-06-01,4.28816068458393,-0.3401210581794821
282,2006-07-01,3.05393052415284,2006-07-01,3.19983083499134,-0.04777460053023724
283,2006-08-01,4.62137039677921,2006-08-01,3.05393052415284,0.33917209356747774
284,2006-09-01,2.1062637733366696,2006-09-01,4.62137039677921,-1.1941080957102521
285,2006-10-01,3.6506970400157694,2006-10-01,2.1062637733366696,0.4230516117197248
286,2006-11-01,3.02469916751935,2006-11-01,3.6506970400157694,-0.2069620275691152
287,2006-12-01,2.72554654380133,2006-12-01,3.02469916751935,-0.10975876541106154
288,2007-01-01,2.9644102631689195,2007-01-01,2.72554654380133,0.0805771462659311
289,2007-02-01,4.4470256400193495,2007-02-01,2.9644102631689195,0.33339483440531253
290,2007-03-01,2.6885311218425296,2007-03-01,4.4470256400193495,-0.654072591494374
291,2007-04-01,2.36832536836802,2007-04-01,2.6885311218425296,-0.1352034470226356
292,2007-05-01,2.35349143799752,2007-05-01,2.36832536836802,-0.006302946393177277
293,2007-06-01,3.2680317367730405,2007-06-01,2.35349143799752,0.2798443749749404
294,2007-07-01,2.82817098511783,2007-07-01,3.2680317367730405,-0.1555283446332664
295,2007-08-01,2.18457280462696,2007-08-01,2.82817098511783,-0.2946105431358108
296,2007-09-01,3.7044060077008303,2007-09-01,2.18457280462696,0.41027716722043844
297,2007-10-01,3.43463052089827,2007-10-01,3.7044060077008303,-0.07854570823880203
298,2007-11-01,3.475359352757,2007-11-01,3.43463052089827,0.011719315249060459
299,2007-12-01,2.98265388398264,2007-12-01,3.475359352757,-0.16519029292009796
300,2008-01-01,3.28360527628442,2008-01-01,2.98265388398264,0.09165273136676251
301,2008-02-01,2.85747436326564,2008-02-01,3.28360527628442,-0.14912851660085577
302,2008-03-01,3.0404857461239905,2008-03-01,2.85747436326564,0.06019149508977412
303,2008-04-01,2.24101388446512,2008-04-01,3.0404857461239905,-0.35674560840558406
304,2008-05-01,2.4627692895931,2008-05-01,2.24101388446512,0.09004310962665063
305,2008-06-01,4.05370089545272,2008-06-01,2.4627692895931,0.39246398461323667
306,2008-07-01,3.98912873927892,2008-07-01,4.05370089545272,-0.01618703240584618
307,2008-08-01,2.94013128490127,2008-08-01,3.98912873927892,-0.35678592305202966
308,2008-09-01,3.17438970761372,2008-09-01,2.94013128490127,0.07379636537712592
309,2008-10-01,2.20171024216991,2008-10-01,3.17438970761372,-0.4417835947772943
310,2008-11-01,1.93625366578525,2008-11-01,2.20171024216991,-0.13709803683031577
311,2008-12-01,0.3634841508005421,2008-12-01,1.93625366578525,-4.326927354386211
312,2009-01-01,2.40364062502632,2009-01-01,0.3634841508005421,0.8487776637588816
313,2009-02-01,2.14357605719473,2009-02-01,2.40364062502632,-0.1213227620073032
314,2009-03-01,1.90828983085518,2009-03-01,2.14357605719473,-0.12329690308841047
315,2009-04-01,1.86117019943739,2009-04-01,1.90828983085518,-0.02531720711627216
316,2009-05-01,1.29376893720741,2009-05-01,1.86117019943739,-0.43856460447621437
317,2009-06-01,0.75584590889346,2009-06-01,1.29376893720741,-0.7116834555623329
318,2009-07-01,0.125832513392354,2009-07-01,0.75584590889346,-5.006761595365127
319,2009-08-01,1.6255061079099,2009-08-01,0.125832513392354,0.9225887169663415
320,2009-09-01,0.914369783533586,2009-09-01,1.6255061079099,-0.7777338415844458
321,2009-10-01,1.1903654188135,2009-10-01,0.914369783533586,0.23185790759531086
322,2009-11-01,0.516016421313492,2009-11-01,1.1903654188135,-1.306836313045017
323,2009-12-01,0.460810409841406,2009-12-01,0.516016421313492,-0.11980200597266437
324,2010-01-01,0.680110845940707,2010-01-01,0.460810409841406,0.3224480794685341
325,2010-02-01,-0.1066278542679489,2010-02-01,0.680110845940707,7.378360050570206
326,2010-03-01,-0.286064246298046,2010-03-01,-0.1066278542679489,0.6272590662838201
327,2010-04-01,0.4526162541784729,2010-04-01,-0.286064246298046,1.6320238030719216
328,2010-05-01,0.27574788971958,2010-05-01,0.4526162541784729,-0.6414133019794206
329,2010-06-01,1.2647526767523898,2010-06-01,0.27574788971958,0.781974851851952
330,2010-07-01,0.632305068442718,2010-07-01,1.2647526767523898,-1.000225428948885
331,2010-08-01,0.4302059340372199,2010-08-01,0.632305068442718,-0.4697730050093015
332,2010-09-01,1.53627227687154,2010-09-01,0.4302059340372199,0.7199676512334845
333,2010-10-01,1.1260905710720202,2010-10-01,1.53627227687154,-0.3642528552645934
334,2010-11-01,1.31829898066591,2010-11-01,1.1260905710720202,0.1458003172366863
335,2010-12-01,1.393380280754,2010-12-01,1.31829898066591,0.0538842849472946
336,2011-01-01,2.27322625990496,2011-01-01,1.393380280754,0.38704725291522235
337,2011-02-01,2.8169688979258902,2011-02-01,2.27322625990496,0.1930240118807429
338,2011-03-01,1.74418998266395,2011-03-01,2.8169688979258902,-0.6150585233974656
339,2011-04-01,2.24921919600376,2011-04-01,1.74418998266395,0.22453534730501462
340,2011-05-01,2.3058155396239,2011-05-01,2.24921919600376,0.024545043889057837
341,2011-06-01,1.92672807632472,2011-06-01,2.3058155396239,-0.1967519277667342
342,2011-07-01,2.5370313756665,2011-07-01,1.92672807632472,0.2405580416526965
343,2011-08-01,3.1779707716990093,2011-08-01,2.5370313756665,0.20168196691433063
344,2011-09-01,2.49197707942446,2011-09-01,3.1779707716990093,-0.275280899627289
345,2011-10-01,2.02226514469577,2011-10-01,2.49197707942446,-0.2322702025304171
346,2011-11-01,1.84701379887522,2011-11-01,2.02226514469577,-0.09488361479880292
347,2011-12-01,2.37433305779156,2011-12-01,1.84701379887522,0.22209152889730469
348,2012-01-01,3.19808928450254,2012-01-01,2.37433305779156,0.2575776200817091
349,2012-02-01,1.6845519133678302,2012-02-01,3.19808928450254,-0.8984806933665699
350,2012-03-01,2.42029632056173,2012-03-01,1.6845519133678302,0.30398939210184805
351,2012-04-01,2.2851338427891696,2012-04-01,2.42029632056173,-0.05914860444567436
352,2012-05-01,1.7320720722101297,2012-05-01,2.2851338427891696,-0.319306441950381
353,2012-06-01,1.92206327761144,2012-06-01,1.7320720722101297,0.09884752891039751
354,2012-07-01,2.08371119432122,2012-07-01,1.92206327761144,0.07757692963896459
355,2012-08-01,2.4238660191344503,2012-08-01,2.08371119432122,0.14033565474658444
356,2012-09-01,2.2866037427289303,2012-09-01,2.4238660191344503,-0.06002888643998517
357,2012-10-01,1.87504766315374,2012-10-01,2.2866037427289303,-0.21949099623578244
358,2012-11-01,2.0721553787935503,2012-11-01,1.87504766315374,0.09512207320793203
359,2012-12-01,1.79065016566902,2012-12-01,2.0721553787935503,-0.15720838080025243
360,2013-01-01,2.74180750368704,2013-01-01,1.79065016566902,0.34690886823343847
361,2013-02-01,2.45154222786008,2013-02-01,2.74180750368704,-0.1184010915774961
362,2013-03-01,1.21535791179703,2013-03-01,2.45154222786008,-1.0171360255805026
363,2013-04-01,2.088884185994,2013-04-01,1.21535791179703,0.4181784131710015
364,2013-05-01,1.9563823322529,2013-05-01,2.088884185994,-0.06772799547239604
365,2013-06-01,2.13725043962469,2013-06-01,1.9563823322529,0.08462653885501183
366,2013-07-01,2.00320004740069,2013-07-01,2.13725043962469,-0.06691812552517691
367,2013-08-01,2.1480298989162,2013-08-01,2.00320004740069,0.06742450446736539
368,2013-09-01,2.23216017314456,2013-09-01,2.1480298989162,0.03769007047099195
369,2013-10-01,1.16372929089217,2013-10-01,2.23216017314456,-0.9181094698005585
370,2013-11-01,2.60550640737742,2013-11-01,1.16372929089217,0.5533577320719295
371,2013-12-01,2.8446440822717203,2013-12-01,2.60550640737742,0.0840659386475253
372,2014-01-01,2.40632650352188,2014-01-01,2.8446440822717203,-0.18215216351909105
373,2014-02-01,2.3508313464702497,2014-02-01,2.40632650352188,-0.0236066092682301
374,2014-03-01,2.8589766754357098,2014-03-01,2.3508313464702497,0.17773678719782435
375,2014-04-01,2.21493222879676,2014-04-01,2.8589766754357098,-0.29077388385324127
376,2014-05-01,2.54562660708071,2014-05-01,2.21493222879676,0.1299068674738539
377,2014-06-01,1.31136444111866,2014-06-01,2.54562660708071,-0.9412045402948109
378,2014-07-01,2.4049038383757497,2014-07-01,1.31136444111866,0.4547123173106399
379,2014-08-01,1.75173691535098,2014-08-01,2.4049038383757497,-0.3728681614806869
380,2014-09-01,1.93541098458714,2014-09-01,1.75173691535098,0.0949018429154679
381,2014-10-01,2.4289565511268,2014-10-01,1.93541098458714,0.20319242281658062
382,2014-11-01,2.25631054100233,2014-11-01,2.4289565511268,-0.07651695411030379
383,2014-12-01,2.3833942455642,2014-12-01,2.25631054100233,0.05332047133972441
384,2015-01-01,1.94752959883826,2015-01-01,2.3833942455642,-0.22380386258875967
385,2015-02-01,1.95449451571832,2015-02-01,1.94752959883826,0.003563538717580032
386,2015-03-01,2.43333592636743,2015-03-01,1.95449451571832,0.19678393166369812
387,2015-04-01,2.96265053867684,2015-04-01,2.43333592636743,0.1786625204016837
388,2015-05-01,2.5012910991095,2015-05-01,2.96265053867684,-0.18444851929932968
389,2015-06-01,2.97239956431092,2015-06-01,2.5012910991095,0.1584943258833492
390,2015-07-01,1.9220253006031696,2015-07-01,2.97239956431092,-0.5464934636282479
391,2015-08-01,1.63579063211565,2015-08-01,1.9220253006031696,-0.1749824597768469
392,2015-09-01,2.99841569275872,2015-09-01,1.63579063211565,0.4544483488176299
393,2015-10-01,2.28316449144805,2015-10-01,2.99841569275872,-0.3132718663021239
394,2015-11-01,2.2654806001265,2015-11-01,2.28316449144805,-0.00780580125937179
395,2015-12-01,1.83471969623819,2015-12-01,2.2654806001265,-0.23478295064446034
396,2016-01-01,2.70841659132004,2016-01-01,1.83471969623819,0.32258585990127314
397,2016-02-01,2.53771440127248,2016-02-01,2.70841659132004,-0.06726611551006902
398,2016-03-01,2.22200455864592,2016-03-01,2.53771440127248,-0.14208334604810727
399,2016-04-01,3.8254778833095098,2016-04-01,2.22200455864592,0.41915634427257176
400,2016-05-01,3.2805191880404,2016-05-01,3.8254778833095098,-0.16611964876042615
401,2016-06-01,2.10339046055212,2016-06-01,3.2805191880404,-0.559633957443781
402,2016-07-01,2.49016471097936,2016-07-01,2.10339046055212,0.1553207499575901
403,2016-08-01,2.7425708907920803,2016-08-01,2.49016471097936,0.09203269117314343
404,2016-09-01,2.49832933493122,2016-09-01,2.7425708907920803,-0.09776195333654208
405,2016-10-01,2.01802556175075,2016-10-01,2.49832933493122,-0.23800678360277044
406,2016-11-01,2.45883151623452,2016-11-01,2.01802556175075,0.17927456662782032
407,2016-12-01,2.03838510774881,2016-12-01,2.45883151623452,-0.20626446243519225
408,2017-01-01,3.43630577482943,2017-01-01,2.03838510774881,0.4068091603838745
409,2017-02-01,3.2923463387532204,2017-02-01,3.43630577482943,-0.04372548367154033
410,2017-03-01,1.91438367511723,2017-03-01,3.2923463387532204,-0.7197944077493289
411,2017-04-01,1.55365836257901,2017-04-01,1.91438367511723,-0.23217801366539215
412,2017-05-01,2.1132188709843502,2017-05-01,1.55365836257901,0.2647906073944407
413,2017-06-01,1.8968337862046696,2017-06-01,2.1132188709843502,-0.11407698784859822
414,2017-07-01,2.1220936834140702,2017-07-01,1.8968337862046696,0.10614983634793995
415,2017-08-01,2.2747579876520403,2017-08-01,2.1220936834140702,0.06711232802200075
416,2017-09-01,2.8702567714483,2017-09-01,2.2747579876520403,0.20747230342593267
417,2017-10-01,2.4249630240346502,2017-10-01,2.8702567714483,-0.18362908753667115
418,2017-11-01,2.42039295861358,2017-11-01,2.4249630240346502,-0.0018881501885081703
419,2017-12-01,2.95574718908234,2017-12-01,2.42039295861358,0.1811231462711699
420,2018-01-01,4.17000041826154,2018-01-01,2.95574718908234,0.2911877955363415
421,2018-02-01,2.01327934554867,2018-02-01,4.17000041826154,-1.0712478014942872
422,2018-03-01,1.9619000737253895,2018-03-01,2.01327934554867,-0.02618852637367913
423,2018-04-01,2.93200914809488,2018-04-01,1.9619000737253895,0.33086836546872106
424,2018-05-01,2.9818325508401204,2018-05-01,2.93200914809488,0.016708987475236695
425,2018-06-01,2.6321178885371204,2018-06-01,2.9818325508401204,-0.13286436136694646
426,2018-07-01,2.11149391449985,2018-07-01,2.6321178885371204,-0.24656664670548709
427,2018-08-01,2.2967112867851003,2018-08-01,2.11149391449985,0.08064460402618331
428,2018-09-01,2.3337233555462205,2018-09-01,2.2967112867851003,0.015859664202768072
429,2018-10-01,2.60626268747923,2018-10-01,2.3337233555462205,0.1045709372437085
430,2018-11-01,3.7237636017007705,2018-11-01,2.60626268747923,0.30009985427408425
431,2018-12-01,2.9117770150544304,2018-12-01,3.7237636017007705,-0.27886290139946085
432,2019-01-01,3.23099390584713,2019-01-01,2.9117770150544304,0.09879835743887128
433,2019-02-01,3.02451212422616,2019-02-01,3.23099390584713,-0.06826945078747187
434,2019-03-01,3.2071444963092297,2019-03-01,3.02451212422616,0.05694547666724785
435,2019-04-01,2.2774968873232595,2019-04-01,3.2071444963092297,-0.4081883115452177
436,2019-05-01,2.5585351456762795,2019-05-01,2.2774968873232595,0.10984342303366527
437,2019-06-01,3.80734521449875,2019-06-01,2.5585351456762795,0.32800022022349784
438,2019-07-01,2.4690479946519703,2019-07-01,3.80734521449875,-0.5420296497863024
439,2019-08-01,2.4628290795772902,2019-08-01,2.4690479946519703,-0.002525110299472132
440,2019-09-01,3.1506552025939,2019-09-01,2.4628290795772902,0.21831209027580356
441,2019-10-01,2.5257194144136,2019-10-01,3.1506552025939,-0.24742882547204564
442,2019-11-01,3.45027019634134,2019-11-01,2.5257194144136,0.2679647474879306
443,2019-12-01,2.61233046409994,2019-12-01,3.45027019634134,-0.32076329689402683
444,2020-01-01,3.20697563356733,2020-01-01,2.61233046409994,0.185422415824821
445,2020-02-01,2.70863053554713,2020-02-01,3.20697563356733,-0.18398415416207242
446,2020-03-01,2.96654438067967,2020-03-01,2.70863053554713,0.08694083486910407
447,2020-04-01,1.96837350231596,2020-04-01,2.96654438067967,-0.5071044073643931
448,2020-05-01,2.89504426558853,2020-05-01,1.96837350231596,0.3200886336306806
449,2020-06-01,1.68037017264615,2020-06-01,2.89504426558853,-0.722861017599224
450,2020-07-01,3.61082947310352,2020-07-01,1.68037017264615,0.5346304262876568
451,2020-08-01,2.23572327671315,2020-08-01,3.61082947310352,-0.615061000935672
452,2020-09-01,1.1339330439988702,2020-09-01,2.23572327671315,-0.971653695555747
453,2020-10-01,1.83845624148977,2020-10-01,1.1339330439988702,0.3832145588191962
454,2020-11-01,1.21891052470624,2020-11-01,1.83845624148977,-0.5082782568743853
455,2020-12-01,1.6244821427238203,2020-12-01,1.21891052470624,0.24966209683139123
456,2021-01-01,1.52430226027722,2021-01-01,1.6244821427238203,-0.06572179616684479
457,2021-02-01,2.8103907135000403,2021-02-01,1.52430226027722,0.45761909440027115
458,2021-03-01,2.3566512577708503,2021-03-01,2.8103907135000403,-0.19253568139665303
459,2021-04-01,2.7458149440762,2021-04-01,2.3566512577708503,0.1417297575515526
460,2021-05-01,3.33847353905972,2021-05-01,2.7458149440762,0.17752382579927292
461,2021-06-01,3.1694932706457504,2021-06-01,3.33847353905972,-0.05331460078460482
462,2021-07-01,3.58104546874516,2021-07-01,3.1694932706457504,0.11492515291731896
463,2021-08-01,4.02203767076941,2021-08-01,3.58104546874516,0.10964397604458256
464,2021-09-01,5.05427501660436,2021-09-01,4.02203767076941,0.20423054591288223
465,2021-10-01,7.662852587467969,2021-10-01,5.05427501660436,0.3404186027445896
466,2021-11-01,6.24507044851239,2021-11-01,7.662852587467969,-0.22702420263222217
467,2021-12-01,5.61179705867823,2021-12-01,6.24507044851239,-0.11284680882300421
468,2022-01-01,6.99282631112532,2022-01-01,5.61179705867823,0.1974922858086615
469,2022-02-01,6.51955458274716,2022-02-01,6.99282631112532,-0.0725926476067229
470,2022-03-01,6.35024941072335,2022-03-01,6.51955458274716,-0.026661184635978656
471,2022-04-01,6.03032022330425,2022-04-01,6.35024941072335,-0.0530534325826893
472,2022-05-01,7.50394411350803,2022-05-01,6.03032022330425,0.19637991273829908
473,2022-06-01,7.924919184464071,2022-06-01,7.50394411350803,0.053120424468342295
474,2022-07-01,6.423611018812459,2022-07-01,7.924919184464071,-0.23371716644342516
475,2022-08-01,8.46391746602624,2022-08-01,6.423611018812459,0.24105935051983593
476,2022-09-01,8.38296430227019,2022-09-01,8.46391746602624,-0.009656866096176353
477,2022-10-01,6.50774804422964,2022-10-01,8.38296430227019,-0.28815133058251813
478,2022-11-01,5.76577021806237,2022-11-01,6.50774804422964,-0.1286866798546504
479,2022-12-01,7.04916103059838,2022-12-01,5.76577021806237,0.18206291599314864
480,2023-01-01,8.142495355377719,2023-01-01,7.04916103059838,0.1342750934524323
481,2023-02-01,7.880495894967001,2023-02-01,8.142495355377719,-0.033246570254296795
